條文號碼,卦,條文
5786,蒙,時生六刻犯孤辰 命主離家入佛門 菴內為尼求解脫 口中不住念觀音
5787,艮,六刻生人姓氏標 國家設武選英豪 千鍾食祿多榮貴 蟾宮未信與君高
5788,剝,二刻生人貴異常 鷹楊宴上價無雙 春風萬丈光芒斜 日插金花兩鬢旁
5811,泰,五千八百命須防 乾到離卦最為殃 父命屬龍先去世 萱堂屬鼠壽綿長
5812,臨,百年和合配鴛鴦 雙雙並翅在洞房 妻宮定小正五歲 數中注定主安康
5813,明夷,圓圓明月出東方 靄靄清光照滿床 子早定因陰德厚 青春十七育賢郎
5814,復,先柱必先定命宮 再及流年大限中 生辰仲冬二十一 從來福祿比青松
5815,升,數定屬龍結髮妻 命中妨害主分離 重明花燭華堂下 屬鼠佳人喜共棲
5816,師,甲辰運上主生災 煩惱災殃不稱懷 閨門鎮日多愁悶 閒是閒非總到來
5817,謙,甲辰大運稱心懷 財祿盈盈到宅來 官星爵位時陞轉 平地嗚聲起震雷
5818,坤,君命平生注有榮 孤虛一半總無成 好運須交三十歲 遂心可得福臨身
5821,泰,二親宮上犯刑傷 父命屬龍注早亡 慈母屬牛孤燈守 堂中雙鑠保安康
5822,臨,前生月老注姻緣 夫主必大十七年 雖然庚相不相等 先天數上保安全
5823,明夷,雨後逢春花更香 生成福命出蘭房 鴛鴦一枕同心結 二十九歲育麒麟
5824,復,年殘數九雪花飄 柏樹青青立院郊 生逢仲冬十一月 二十二日是良朝
5825,升,結髮屬龍定主傷 無情折散兩鴛鴦 蘭房再配屬牛相 前世修來今世雙
5826,師,丙辰運上折磨多 禍患臨身喚奈何 懶封菱花愁不照 閉門養晦免風波
5827,謙,丙辰運上顯奇勳 重看山川日月明 金馬玉堂人共羡 陞遷爵位駐京城
5828,坤,雪花數九正狂飄 翠竹蒼松影自搖 生辰閏冬廿二日 堂上喜煞是年高
5831,泰,五千八百數逢三 父命屬龍別世間 屬虎萱堂多福壽 正如東海又南山
5832,臨,配合陰陽不偶然 同衾共枕是前緣 夫君正大二十九 中秋正見月團圓
5833,明夷,石上芝蘭晚發苗 前生修積保堅牢 生辰正是四一歲 生子由來命裡招
5834,復,朔風凜凜正逢冬 雪裡梅花水玉容 冬月廿三君降世 天心人事兩欣同
5835,升,五千八百三十五 結髮屬龍已作古 折散鴛鴦又再婚 佳人必是生屬虎
5836,師,運程低敗戊辰臨 事不遂心主虛驚 閨門主有顛連事 懶向菱花瀲笑容
5837,謙,運到戊辰大吉昌 迭陞職位價無雙 恩光敕賜封三代 積善之家陰澤長
5838,坤,朔風凜凜正逢冬 雪裡梅色花正同 生辰適在閏冬月 二十三日君降身
5841,泰,離到坎宮遇水沖 雙親位上有先終 父命屬龍離世早 母親屬兔伴孤燈
5842,臨,命中注定夫差失 夫君必大四十一 雖然老少不齊眉 且喜標梅歌迪吉
5843,明夷,枯木逢陽亦自通 樂天知命值春風 蘭房喜事從天降 五十三歲生一童
5844,復,撲面北風四處寒 冰天雪地百花殘 生辰正是十一月 二十四日到人間
5845,升,火澤暌到震宮遊 妻相屬龍不到頭 又配佳人屬兔相 雙雙偕老百年休
5846,師,運到庚辰不順通 是非口舌總長逄 菱花照鏡無顏色 不似春山帶病容
5847,謙,庚辰運到最堪誇 福祿添成錦上花 人生到此家聲振 職位陞遷似早霞
5848,坤,生辰數注遭橫禍 癱瘓隨身則免逢 君若廣施恩德事 定能痊癒丑寅中
5851,泰,太陽循入水雷屯 雙親同是屬龍人 椿庭早已登仙界 母壽年高到百春
5852,臨,交頸鴛鴦戲碧蓮 一生衣祿喜安然 夫君注定小五歲 配合姻緣正似仙
5853,明夷,小運流年看吉凶 五千八百數分明 正二月內多喜慶 臨門財帛自紛紜
5854,復,數合陰陽定自天 隆冬時節雪花鮮 生辰逢在十一月 二十五日降堂前
5855,升,前妻原是屬龍人 剋刑命宮不久存 續娶屬龍真匹配 洞房花燭一番新
5856,師,交到壬辰大運中 災殃口舌正頻逢 菱花不照多愁面 雨後常看樹影矇
5857,謙,運程交到壬辰宮 千里雲山策大功 人羡風華勳業盛 陞遷職位作元戎
5858,坤,數九寒天冰最堅 梅花須待季冬鮮 生辰原在閏冬月 二十五日降人前
5861,泰,星屬巨門戰坎宮 雙親堂上有逢凶 屬龍嚴父辭塵去 慈母蛇庚福壽隆
5862,臨,前世姻緣月老詳 洞房老陰配少陽 夫君正小十七歲 注在數中理應當
5863,明夷,小限流年主損財 正二月內不稱懷 若求災散人安樂 三月清明福自來
5864,復,注定妻房是屬龍 須防此數剋兒童 若求君嗣不當絕 庶室產生是子宮
5865,升,命中注定剋妻宮 別去鴛鴦不再逢 結髮屬龍曾不久 屬蛇續娶壽如松
5866,師,轉出星宮遇磁陽 出行順利得安康 男人逢此多吉慶 女子逢之必主亡
5867,謙,運程交戊位中央 到底此宮不吉祥 累贅不明遠暗昧 不如稍息返家鄉
5868,坤,五千八百女命安 身犯孤鷥不一般 雙親位上母長壽 父命悠悠自不還
5871,泰,花燭洞房幾度新 衣襟和淚亦傷情 剋夫五次哀天定 六次新娘可永存
5872,臨,辰月生人遇貴蚊 榮華注命有恩光 才名福祿都齊備 早歲無如晚景芳
5873,明夷,五千八百七十三 數中財旺自生官 正月二月多順利 猶如春日照闌干
5874,復,結髮已剋繼又傷 又娶又剋歎悽涼 花燭蘭房第五次 屬龍妻配保安康
5875,升,房中妻妾喜重重 錦瑟瑤琴命共同 眼底春光無限好 陽衰陰盛育兒童
5876,師,流年五月不稱情 口舌災還官事生 和合自然為上策 兩方修好保安寧
5877,謙,運程流傳到辰鄉 官位逢之不吉祥 爵祿此中難進民 不如養志待時揚
5878,坤,五千八百定命長 無姐無妹無襟娘 二親宮中母先去 孤身獨自守蘭房
5881,泰,六刻時辰定自天 夫妻同枕不同年 前生注就鴛鴦對 只合填房作續弦
5882,臨,命中洲定豈由人 碌碌花藥過半生 祖業田壯都耗散 終朝勞苦費心神
5883,明夷,小限流年不順通 應在正月二月中 明明好事成煩惱 最要提防口舌生
5884,復,四柱生來定不差 和平賢淑善當家 心直口快無虛假 晚年正主享榮華
5885,升,花燭洞房明又明 同衾共枕六夫人 百花開放多嬌艷 蝴蝶往來忙不停
5886,師,五千八百定兒童 不犯殀星及剋星 蘭桂庭前枝葉茂 雖然梢破尚安寧
5887,謙,命生辰月福源高 不登科第亦稱豪 衣冠楚楚樂榮貴 名入天宮達士交
5888,坤,辰時生人亦福清 堂畔獨為另眼人 休嗟月老相耽擱 側室命成是小星
6111,乾,丑時五刻配妻祥 父母水土免刑傷 子立水命能存保 弟兄無靠是孤身
6112,履,嚴父屬蛇母屬馬 先天數定原無假 乾坤二相無刑剋 父命先亡母守寡
6113,同人,運到乙巳不須愁 如意遂心樂自悠 正是夜行逢朗月 恰如菊綻在三秋
6114,无妄,生逢七刻自安然 子息多少數在天 命在一子根基固 恰如嗚鳳在堂前
6115,姤,丑時三刻多才智 姐妹五人身是四 子息金水安然好 夫主金命懷大志
6116,訟,配合陰陽定得清 屬蛇元配犯刑沖 再娶必是屬馬女 造化原來注命中
6117,遂,乙巳運程乙上強 喜事重重有幾場 交已不利生災患 口舌災殃主不祥
6118,否,運交乙巳遇文昌 天乙數逢入貴鄉 且喜黃門遊泮水 秋來丹桂自呈香
6121,乾,巳時五刻經推詳 妻宮商姓金命強 子息木火方存保 兄弟五人母早亡
6122,履,數定先天法最靈 屬蛇父命入幽冥 屬羊慈母晚樂榮 松柏長青葉自青
6123,同人,運交丁巳喜相承 財祿豐盈家道成 如意遂心神自爽 恰如紅日正東陞
6124,无妄,七刻生人福祿真 命中二子注分明 莫謂先天無定準 石皮稍有其中身
6125,姤,巳時三刻女命祥 夫配水木免刑傷 姐妹三人身是長 子息水火保安康
6126,訟,先天數定最宜詳 元配屬蛇必早亡 再娶屬羊為續配 齊眉舉案喜相莊
6127,遂,運行丁巳最分明 一運十年分吉凶 上五年中多遂意 下五舉動不安寧
6128,否,丁巳運程值貴星 身遊泮水到簧宮 美玉無瑕只待價 何愁足十雲不生
6131,乾,酉時五刻妻有傷 角姓木命始相當 長子火命招三弟 手足宮中正二雙
6132,履,乾坤二相有刑沖 堂上五庚各不同 父命屬蛇先下世 屬猴慈母享遐齡
6133,同人,己巳運程勝往年 重重吉慶在當前 利名出入皆稱意 家宅人丁福祿綿
6134,无妄,七刻時辰不偶然 命中三子欠周全 陰陽莫道無推準 代破生成主有愆
6135,姤,酉時三刻命中詳 無主土命壽延長 子立木土方存保 陰妹四人不同娘
6136,訟,欲問妻宮數上求 屬蛇結髮定難留 蘭房繼配能偶老 注定生年是屬猴
6137,遂,己巳運程可若何 上五年中喜事多 交入下五不順利 忽然平地起風波
6138,否,運交己巳顯宿儒 揮毫落紙點點珠 泮水身遊初發軔 先天數定竟無虛
6141,乾,丑時六刻定得清 兄弟三人一母生 妻宮木土不剋損 子息金水方能成
6142,履,乾坤二相有刑傷 父命屬蛇必早亡 慈母屬雞安且吉 天年剋享老萱堂
6143,同人,辛巳運程財祿豐 粟紅貫朽用無窮 風平浪靜船前往 人事途程走順風
6144,无妄,七刻生人定得清 結成四子在堂行 其中代破雖難免 卻喜他年各自榮
6145,姤,年交十二正青春 大志胸藏是鳳麟 羽翼養成折丹桂 瓊林宴上結知音
6146,訟,兩兩鴛鴦渡小溪 飛來撲去影難齊 屬蛇原配先泉下 再配佳人定屬雞
6147,遂,辛巳運程定吉凶 先天成數自居中 上五辛運俱稱利 下五已位欠享通
6148,否,辛巳運中顯宿儒 手摩筆墨自成珠 黌宮名位行安置 有志鴻飛上九衢
6151,乾,巳時六刻犯刑沖 水火既濟父母空 妻必羽姓子立土 兄弟五人君居中
6152,履,六千一百豐卦詳 二親宮中犯刑傷 屬蛇嚴父先辭世 屬狗萱堂自壽長
6153,同人,癸巳運程財祿豐 十年之內大享通 風平浪靜光明日 霧散雲收看遠鴻
6154,无妄,時生七刻福綿長 五子生成列雁行 其內雖然有代破 蟠桃結實有青黃
6155,姤,二十四歲流年通 班馬文章在有功 待豐羽翼凌雲去 正俟時來上破空
6156,訟,元配佳人屬小龍 三刑入命最為凶 再婚屬狗成佳偶 舉案齊眉壽比松
6157,遂,運行癸巳喜中憂 一半開顏一半愁 上五年中多吉慶 下五災厄常不休
6158,否,癸巳運臨數最佳 胸羅萬卷筆生花 採取青芹如拾芥 昆岡美玉自無瑕
6161,乾,酉時六刻細推詳 父金母火父先亡 剋妻只因木土命 歲逢金水是兒郎
6162,履,乾坤二相犯刑沖 母命屬豬父小龍 父已先亡母在世 原知造化不相同
6163,同人,二十三四流年通 雲開日出見光明 豐充財似源頭水 自在安然享太平
6164,无妄,七刻時辰數定明 堂前六子顯崢嶸 其中雖有石皮事 尚喜均能志晚成
6165,姤,造化從來未有私 天機預洩報君知 三十六歲新興旺 莫謂窮通有早遲
6166,訟,月下老人注夙緣 屬蛇元配命難堅 續弦重娶屬雞相 海誓山盟永百年
6167,遂,七刻時生女命真 剋兒因命犯孤辰 除非收養他人子 或者勸夫納小星
6168,否,先天定數命艱難 丹桂月中定欲攀 文學任君深似海 如何名總落松山
6171,乾,運交己土位中央 如意遂心保吉祥 舉動貴人來接引 正如嗚鳳在朝陽
6172,履,有數先天注鬼神 宮中子息注分明 雖然七子堂前立 不是同胞一母生
6173,同人,四十七八花正春 中年如意長精神 紛紛吉慶頻來到 莫負流年消息真
6174,无妄,一樹梅開香又香 堂中七子列成行 生逢七刻時辰定 必有石皮在內藏
6175,姤,已運交行不順通 災殃疾厄事重重 不如意事知多少 煩惱之中有苦衷
6176,訟,己土運交喜事臨 堂前數定產麒麟 梅花結子曾修到 醉飲平原十日春
6177,遂,天狗凶星不可當 命中注定剋兒郎 此煞若不早解破 必注生男早死亡
6178,否,財帛宮中犯煞沖 銀錢到手付東風 任君想出千條計 只落蕭蕭兩手空
6181,乾,運交巳火主享通 出入謀為大有功 一脈風傳無阻礙 無雲萬里照晴空
6182,履,陰陽造化妙如神 多少子息命中陳 膝下注君有七子 其中有一破家人
6183,同人,七十一二歲稱強 保得平安更吉祥 正喜老來行好運 悠然步履上康壯
6184,无妄,七刻時辰數定真 庭前丹桂長成林 命中八子有刑破 須信命定不由人
6185,姤,已火運程主不祥 雲遮夜月總無光 牽連常有不如意 口舌是非莫逞強
6186,訟,運交已火遇紅鷥 入夢熊罷必自歡 好運主君生貴子 世人共比鳳池翰
6187,遂,七煞凶星入命宮 十一二歲有虛驚 金水關頭限過去 壽到遐齡得長生
6188,否,命內五行定得清 結交朋友總無功 任君仗義行方便 以恩待人怨反生
6211,夬,花開一樹滿堂紅 手足宮中三弟兄 雁序排來君最幼 先天注定數豐隆
6212,兌,六千二百定得真 乾坤爻相犯刑侵 父相屬蛇母屬鼠 雙雙俱主入幽冥
6213,革,乙巳運程少吉祥 破財疾厄最難防 事多不利添煩惱 月被雲遮無片光
6214,隨,運交己土遇虛花 災禍堂前亂似麻 堂上椿庭今已矣 哭聲震動在君家
6215,大過,南樓鴻雁正飛空 姐妹三人情不同 依次排來君最幼 一枝梅樹定青紅
6216,困,姻緣數注前世裡 月下老人早定矢 夫唱婦隨琴瑟樂 配就佳人定姓李
6217,咸,乙巳運程定吉凶 十年上下兩不同 上五逢乙災殃重 下五已臨顯享通
6218,萃,生逢七刻遇文星 佇看青去足下生 泮水宮遊初發軔 生成造化主崢嶸
6221,夬,天邊鴻雁任飛翔 手足宮中列雁行 兄弟六人君是長 先天定數主昂藏
6222,兌,乾坤二相數逢空 父命屬蛇壽先終 慈母屬牛光景少 原知造化在其中
6223,革,丁巳運程定有愁 破財災厄不能休 遂心之事當難有 謹守門庭莫枉求
6224,隨,已火運臨事不通 家中注定犯災星 高堂嚴父辭塵去 笑處衣襟染血紅
6225,大過,花開一樹在庭中 姐妹六人性不同 次第排來居三位 先天成數在其中
6226,困,天定雁儔真燕侶 瑤琴彈奏薰風起 蘭房盧氏是良姻 早起晚眠勤機杼
6227,咸,丁巳運程判吉凶 高低正不十年同 上五逢丁多不利 下五臨已喜相逢
6228,萃,生逢巳時遇文昌 志在廣寒身入詳 中秋高折蟾宮桂 怎奈嫦娥不下床
6231,夬,花開棠棣幾枝鮮 兄弟七人緊接連 次第推排君是六 中有一人不周全
6232,兌,堂上雙親定得清 一同失陷在乾坤 屬蛇嚴父黃泉路 母親屬虎亦歸陰
6233,革,運行己巳歲時凶 口舌災殃到處逢 事不遂心添煩惱 行船恰遇打頭風
6234,隨,己土運程正有驚 人丁破耗不安寧 堂中慈母黃泉去 涕淚吞聲洒滿襟
6235,大過,聯駢燕子語池濱 姐妹行中有八人 同氣連枝居次位 始信先天定得真
6236,困,山有荼蘼圓有桃 佳人自說姓為姚 百年枕畔留恩愛 舉案齊眉祿自高
6237,咸,己巳運交有正斜 半開半卸雨中花 上五年中多不利 下五年逢百事佳
6238,萃,定君遊泮在何日 流年方交一十七 生成骨相本神奇 更上層樓通顯佚
6241,夬,先天定數在宮分 同氣連枝有八人 一樹分來第六顆 榮枯各主五行清
6242,兌,嚴父巳相屬小龍 母親卯相在震宮 修短先天早已定 宮中父母兩逢空
6243,革,運交辛巳主生災 履薄臨淵失自裁 閒是閒非須早避 不然必主損錢財
6244,隨,運交巳火數逢凶 月被雲遮不見明 財散人亡家不吉 萱堂壽算注新終
6245,大過,生時七刻有文名 喬梓定然同發榮 秋宴鹿嗚君有分 春雷未必出嗚聲
6246,困,月下老人注世緣 姻婚皆屬數由天 蘭房潘氏稱佳偶 舉案齊眉樂百年
6247,咸,辛巳運程不順通 災殃間氣主虛驚 凡事不順在上五 反主下五福自生
6248,萃,命中配合五行清 二十九歲入伴宮 一片前程稱錦繡 獨扳丹桂出雲中
6251,夬,一枝棠棣立庭前 兄弟九人定自天 雁陣排來君是六 石皮在內不周全
6252,兌,乾坤爻象數逢空 堂上雙親俱命終 莫謂先天非注定 父命小龍母大龍
6253,革,癸巳運程疾厄生 不然亦主欠享通 雲端蔽日還添霧 船到江心忽遇風
6254,隨,運交已位煞星纏 刑剋妻宮赴九泉 莫謂先天非定數 瑤奏彈斷配新弦
6255,大過,先天數注比肩宮 花發四枝樹上紅 姐妹行中身是長 父同未必母相同
6256,困,百年秦晉結蘭房 一枕鴛鴦配合歡 注定佳人朱氏女 平生鴻案喜相莊
6257,咸,癸巳運程癸水凶 禍來災到運中逢 若交巳運百般好 中宵人在月華宮
6258,萃,遲早功名數在天 磨穿鐵硯夜難眠 四十一歲文昌顯 遊去伴宮是此年
6261,夬,二百六十出六千 生來八字注由天 數中兄弟有三位 論齡君是最幼年
6262,兌,堂上乾坤數遇空 椿萱早已壽同終 巳宮早巳先天定 俱主雙親皆小龍
